model,display_name,sequence_idx,successful_subtasks,sequence
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,428,1,open_drawer -> rotate_blue_block_left -> lift_blue_block_table -> stack_block -> turn_on_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,429,1,close_drawer -> push_red_block_right -> lift_pink_block_slider -> stack_block -> unstack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,430,0,lift_pink_block_slider -> place_in_drawer -> turn_on_lightbulb -> rotate_red_block_left -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,431,2,push_blue_block_right -> move_slider_right -> turn_off_led -> lift_blue_block_table -> place_in_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,432,2,move_slider_left -> rotate_pink_block_left -> turn_on_lightbulb -> lift_pink_block_table -> place_in_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,433,1,open_drawer -> lift_red_block_slider -> place_in_drawer -> move_slider_left -> push_pink_block_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,434,0,push_red_block_left -> move_slider_right -> lift_blue_block_slider -> stack_block -> unstack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,435,1,move_slider_right -> lift_red_block_slider -> place_in_drawer -> close_drawer -> push_blue_block_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,436,2,rotate_blue_block_right -> lift_red_block_table -> stack_block -> move_slider_right -> turn_on_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,437,2,close_drawer -> move_slider_right -> rotate_blue_block_left -> turn_on_led -> lift_pink_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,438,5,rotate_pink_block_left -> open_drawer -> turn_on_led -> lift_blue_block_slider -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,439,2,open_drawer -> turn_off_led -> lift_red_block_slider -> place_in_drawer -> move_slider_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,440,1,push_blue_block_left -> lift_pink_block_slider -> place_in_drawer -> turn_off_led -> lift_pink_block_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,441,0,push_blue_block_left -> move_slider_right -> open_drawer -> push_into_drawer -> lift_pink_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,442,0,push_red_block_right -> lift_pink_block_slider -> stack_block -> move_slider_right -> open_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,443,0,push_pink_block_left -> turn_off_lightbulb -> move_slider_right -> lift_red_block_table -> place_in_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,444,2,push_red_block_right -> move_slider_right -> lift_pink_block_slider -> stack_block -> open_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,445,0,rotate_red_block_left -> turn_on_led -> lift_red_block_table -> stack_block -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,446,3,lift_pink_block_table -> stack_block -> close_drawer -> turn_on_lightbulb -> unstack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,447,0,rotate_blue_block_right -> turn_off_led -> open_drawer -> lift_pink_block_table -> stack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,448,2,close_drawer -> move_slider_right -> turn_on_led -> push_pink_block_left -> lift_red_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,449,0,turn_off_lightbulb -> push_blue_block_right -> lift_red_block_slider -> stack_block -> unstack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,450,0,lift_red_block_slider -> place_in_slider -> rotate_pink_block_left -> move_slider_left -> turn_off_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,451,2,move_slider_right -> turn_off_led -> push_red_block_left -> lift_red_block_table -> place_in_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,452,0,push_pink_block_left -> move_slider_left -> lift_blue_block_slider -> stack_block -> turn_off_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,453,2,turn_on_led -> push_red_block_left -> lift_red_block_table -> stack_block -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,454,0,push_blue_block_left -> move_slider_right -> open_drawer -> lift_pink_block_slider -> place_in_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,455,1,move_slider_right -> turn_on_led -> close_drawer -> push_blue_block_right -> lift_red_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,456,1,close_drawer -> turn_off_lightbulb -> rotate_blue_block_left -> lift_red_block_slider -> stack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,457,2,push_pink_block_right -> open_drawer -> lift_blue_block_table -> place_in_slider -> move_slider_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,458,1,open_drawer -> turn_on_led -> move_slider_right -> rotate_red_block_left -> lift_red_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,459,0,turn_on_led -> move_slider_left -> push_red_block_right -> open_drawer -> lift_red_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,460,0,rotate_red_block_right -> turn_off_led -> open_drawer -> push_into_drawer -> lift_pink_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,461,2,open_drawer -> turn_off_lightbulb -> push_blue_block_right -> lift_blue_block_table -> place_in_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,462,0,push_pink_block_left -> lift_red_block_table -> place_in_slider -> move_slider_left -> open_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,463,0,lift_blue_block_table -> place_in_slider -> push_pink_block_right -> turn_on_led -> move_slider_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,464,2,push_red_block_left -> move_slider_right -> lift_blue_block_slider -> place_in_slider -> turn_on_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,465,2,push_red_block_right -> move_slider_right -> lift_pink_block_slider -> place_in_slider -> turn_off_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,466,0,push_blue_block_right -> open_drawer -> turn_on_led -> lift_blue_block_table -> place_in_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,467,4,push_blue_block_left -> move_slider_left -> close_drawer -> turn_off_led -> lift_blue_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,468,2,move_slider_left -> open_drawer -> lift_blue_block_slider -> place_in_drawer -> push_pink_block_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,469,0,rotate_pink_block_right -> lift_pink_block_table -> place_in_slider -> close_drawer -> lift_red_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,470,0,lift_pink_block_table -> place_in_slider -> close_drawer -> push_red_block_right -> turn_on_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,471,0,lift_pink_block_slider -> stack_block -> move_slider_left -> close_drawer -> turn_off_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,472,1,turn_off_led -> push_blue_block_left -> open_drawer -> lift_blue_block_table -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,473,0,lift_blue_block_slider -> place_in_drawer -> turn_on_lightbulb -> close_drawer -> push_red_block_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,474,0,rotate_red_block_right -> lift_pink_block_table -> place_in_slider -> lift_blue_block_slider -> stack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,475,1,open_drawer -> rotate_red_block_left -> lift_blue_block_slider -> place_in_slider -> turn_on_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,476,1,lift_pink_block_slider -> stack_block -> unstack_block -> turn_off_led -> rotate_red_block_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,477,0,push_blue_block_right -> open_drawer -> turn_on_lightbulb -> push_into_drawer -> move_slider_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,478,2,push_red_block_left -> turn_on_led -> lift_blue_block_slider -> place_in_slider -> lift_pink_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,479,0,rotate_pink_block_left -> open_drawer -> move_slider_left -> turn_on_led -> lift_pink_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,480,5,close_drawer -> rotate_red_block_left -> lift_red_block_table -> place_in_slider -> lift_pink_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,481,1,lift_red_block_table -> place_in_slider -> close_drawer -> move_slider_left -> turn_off_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,482,0,lift_red_block_slider -> stack_block -> unstack_block -> push_red_block_left -> move_slider_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,483,0,turn_on_led -> move_slider_right -> push_blue_block_left -> lift_red_block_table -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,484,0,lift_pink_block_slider -> place_in_slider -> move_slider_left -> turn_on_lightbulb -> rotate_red_block_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,485,0,push_blue_block_left -> turn_off_lightbulb -> lift_pink_block_table -> place_in_slider -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,486,0,turn_on_lightbulb -> push_red_block_left -> open_drawer -> lift_blue_block_slider -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,487,1,open_drawer -> lift_red_block_slider -> place_in_slider -> push_into_drawer -> lift_blue_block_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,488,1,rotate_red_block_right -> turn_on_lightbulb -> lift_red_block_table -> place_in_drawer -> lift_pink_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,489,3,push_into_drawer -> close_drawer -> move_slider_right -> lift_pink_block_slider -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,490,2,push_pink_block_right -> lift_blue_block_table -> stack_block -> unstack_block -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,491,1,push_into_drawer -> lift_blue_block_slider -> place_in_drawer -> turn_off_led -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,492,1,push_pink_block_right -> lift_blue_block_slider -> place_in_slider -> open_drawer -> turn_off_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,493,2,lift_red_block_table -> place_in_drawer -> rotate_blue_block_right -> close_drawer -> turn_off_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,494,2,move_slider_right -> turn_off_led -> lift_blue_block_slider -> stack_block -> open_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,495,2,move_slider_right -> turn_on_led -> rotate_blue_block_right -> open_drawer -> lift_blue_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,496,1,move_slider_right -> lift_pink_block_slider -> place_in_slider -> push_red_block_left -> turn_off_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,497,1,turn_on_led -> rotate_blue_block_right -> lift_red_block_slider -> place_in_slider -> open_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,498,3,lift_red_block_table -> place_in_drawer -> rotate_pink_block_right -> turn_off_lightbulb -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,499,2,push_pink_block_left -> open_drawer -> turn_off_led -> move_slider_right -> lift_pink_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,500,0,push_into_drawer -> lift_blue_block_drawer -> place_in_slider -> close_drawer -> turn_on_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,501,1,push_blue_block_right -> push_into_drawer -> move_slider_left -> close_drawer -> turn_on_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,502,2,open_drawer -> move_slider_right -> push_pink_block_right -> turn_on_lightbulb -> lift_blue_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,503,2,move_slider_right -> push_pink_block_left -> lift_blue_block_table -> place_in_slider -> turn_off_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,504,2,push_blue_block_left -> lift_red_block_table -> stack_block -> turn_off_lightbulb -> lift_pink_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,505,2,turn_on_led -> open_drawer -> push_into_drawer -> move_slider_right -> lift_blue_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,506,2,open_drawer -> move_slider_left -> lift_pink_block_table -> place_in_drawer -> lift_red_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,507,4,open_drawer -> lift_pink_block_slider -> place_in_slider -> rotate_blue_block_left -> lift_blue_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,508,2,turn_off_led -> move_slider_left -> push_red_block_left -> lift_pink_block_table -> stack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,509,0,push_red_block_left -> turn_off_led -> lift_blue_block_slider -> place_in_slider -> lift_red_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,510,2,move_slider_right -> open_drawer -> lift_blue_block_slider -> place_in_slider -> turn_on_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,511,0,lift_red_block_slider -> place_in_drawer -> move_slider_left -> turn_on_led -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,512,1,push_red_block_right -> lift_red_block_table -> place_in_drawer -> close_drawer -> move_slider_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,513,0,rotate_pink_block_left -> lift_pink_block_table -> stack_block -> move_slider_right -> open_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,514,4,open_drawer -> rotate_red_block_right -> push_into_drawer -> turn_on_led -> lift_red_block_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,515,1,open_drawer -> lift_pink_block_table -> place_in_slider -> turn_on_lightbulb -> move_slider_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,516,1,turn_off_led -> push_red_block_left -> push_into_drawer -> lift_pink_block_slider -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,517,0,turn_on_lightbulb -> move_slider_right -> close_drawer -> push_pink_block_right -> lift_red_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,518,1,lift_pink_block_table -> stack_block -> close_drawer -> turn_on_lightbulb -> lift_red_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,519,1,turn_on_led -> rotate_pink_block_right -> close_drawer -> lift_pink_block_table -> stack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,520,1,move_slider_left -> lift_pink_block_table -> place_in_slider -> push_red_block_left -> open_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,521,1,push_blue_block_left -> push_into_drawer -> lift_red_block_slider -> place_in_slider -> turn_off_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,522,0,rotate_blue_block_right -> lift_red_block_table -> place_in_slider -> turn_on_led -> move_slider_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,523,1,close_drawer -> turn_on_lightbulb -> push_red_block_right -> lift_red_block_table -> stack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,524,1,turn_on_lightbulb -> rotate_red_block_right -> lift_blue_block_slider -> place_in_drawer -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,525,3,open_drawer -> turn_on_lightbulb -> move_slider_left -> rotate_red_block_left -> lift_red_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,526,0,turn_off_lightbulb -> move_slider_left -> push_blue_block_left -> lift_pink_block_slider -> stack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,527,3,lift_blue_block_slider -> place_in_drawer -> lift_blue_block_drawer -> stack_block -> turn_off_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,528,1,turn_off_led -> lift_pink_block_slider -> place_in_slider -> move_slider_left -> push_blue_block_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,529,5,push_pink_block_right -> lift_pink_block_table -> place_in_slider -> close_drawer -> turn_on_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,530,0,lift_blue_block_slider -> place_in_slider -> push_red_block_left -> push_into_drawer -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,531,1,move_slider_right -> rotate_red_block_left -> lift_red_block_table -> stack_block -> turn_off_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,532,2,move_slider_left -> push_blue_block_right -> lift_pink_block_slider -> place_in_drawer -> lift_blue_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,533,3,push_blue_block_right -> close_drawer -> lift_blue_block_table -> stack_block -> unstack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,534,4,move_slider_left -> open_drawer -> turn_off_lightbulb -> push_pink_block_right -> lift_pink_block_table
